customer_id,first_name,last_name,email,age,gender,state,zip_code,signup_date,last_purchase_date,education_level,income,total_purchases,total_spent,avg_order_value,favorite_category,satisfaction_score,loyalty_program,days_since_last_purchase,discount_usage_rate,customer_comments,has_churned
CUST_005632,  Mallory ,Miller,mallory.miller@example.com,36,Male,IL,11403,02/10/2022,2022-05-23,Bachelors,84287.20376110566,4,251.89346902935745,62.97336725733936,Sports,3,No,588,0.1921482139388433,,False
CUST_003905,  Ivan ,  Smith ,ivan.smith@example.com,47,Male,IL,27133,2022-07-19,2023-03-21,Bachelors,47261.03748899429,1,2.9038166475974987,2.9038166475974987,Clothing,4,Yes,286,0.654194779908367,Okay,False
CUST_006654,Sybil,Smith,sybil.smith@example.com,71,Female,TX,,02/05/2022,2022-03-20,Masters,70046.60666412502,3,101.9723429123222,33.99078097077407,Beauty,2,No,652,0.5119711306649618,-,False
CUST_007701,sybil,Anderson,sybil.anderson@example.com,49,Female,GA,90691,25-10-2020,12-08-2021,Bachelors,71471.53691163793,2,332.7138542196558,166.3569271098279,Toys,4,No,872,0.7643691126349987,Loved the product,False
CUST_003817,ivan,TAYLOR,-,42,Other,MI,17850,05/15/2022,23-01-2023,Bachelors,98975.3461373531,6,114.30505027013515,19.05084171168919,Electronics,3,No,343,0.5184025776840341,None,False
CUST_002670,  Ivan ,Anderson,ivan.anderson@example.com,18,Male,GA,61897,2021-01-04,08/23/2021,Bachelors,N/A,10,241.40961563790302,24.140961563790302,Sports,3,Yes,861,0.7410067835984258,Okay,False
CUST_000220,  Eve ,Taylor,eve.taylor@example.com,39,Male,NC,82603,2021-09-26,10-10-2022,PhD,95293.22670541338,3,216.5459685903262,72.18198953010874,Toys,5,No,448,0.7780612158721653,,False
CUST_002357,Victor,WILSON,victor.wilson@example.com,55,Male,FL,15100,15-09-2021,08-01-2022,Masters,69388.96082442564,3,83.98357034172429,27.99452344724143,Beauty,2,Yes,723,0.5320958029191772,Customer support was helpful,False
CUST_000921,MALLORY,  Brown ,mallory.brown@example.com,34,,NA,68028,02/05/2022,2022-02-23,High School,32954.20142185837,9,126.06286619087402,14.006985132319336,null,5,No,677,0.11003158992757955,Will buy again,False
CUST_006150,Jane,davis,jane.davis@example.com,49,Male,TX,88146,01/27/2020,2021-01-31,Bachelors,68337.27819914519,5,403.4934838339577,80.69869676679154,Toys,1,,1065,0.5093037257359498,Terrible experience,False
CUST_003050,bob,Davis,bob.davis@example.com,18,Male,PA,21232,2022-04-22,2022-05-16,Bachelors,,3,20.358820759920985,6.786273586640328,Sports,5,Yes,595,0.23508993507781895,Average,False
CUST_000458,Frank,Miller,,24,Male,PA,30866,2020-06-01,2020-11-19,Masters,N/A,9,421.23612488803997,46.804013876448884,Electronics,5,No,1138,0.3638251234181826,Customer support was helpful,False
CUST_004006,Victor,Davis,victor.davis@example.com,18,F,TX,32768,2020-10-31,09/15/2021,High School,,1,35.310657452837816,35.310657452837816,Toys,4,-,838,0.663509164422819,Loved the product,True
CUST_004528,Diana,jackson,diana.jackson@example.com,24,Female,PA,86062,03-06-2020,21-05-2021,High School,,6,349.4387679143469,58.23979465239115,Electronics,4,No,955,,Okay,False
CUST_002024,Grace,Taylor,grace.taylor@example.com,56,N/A,OH,53506,10/29/2021,10-06-2022,Bachelors,57022.433689607264,3,438.8927442237431,146.29758140791435,Clothing,5,,570,0.04056887313170776,Okay,False
CUST_006620,JUDY,TAYLOR,judy.taylor@example.com,60,Male,GA,28163,07/22/2021,2021-11-08,High School,14025.722172266076,4,89.02056207230048,22.25514051807512,Beauty,4,No,784,0.9896459548691554,Average,True
CUST_001518,Ivan,  White ,ivan.white@example.com,44,Female,MI,50953,2021-01-19,2021-11-04,None,36283.53478722154,5,104.18819307557584,20.837638615115168,Clothing,2,No,788,0.1854013074685914,Average,False
CUST_009960,Heidi,Taylor,heidi.taylor@example.com,24,Male,PA,94730,2021-12-16,04/07/2022,Bachelors,N/A,4,51.469318137523686,12.867329534380922,Clothing,NA,No,634,0.8746798516886096,Okay,True
CUST_003511,JANE,JACKSON,jane.jackson@example.com,64,Male,NC,12134,2021-01-07,2021-01-23,High School,16080.705798282012,6,1013.6866145246598,168.9477690874433,Beauty,,Yes,1073,0.7052072409620922,Never arrived,True
CUST_008450,Bob,  Harris ,bob.harris@example.com,28,null,TX,24459,08/10/2021,15-09-2021,High School,39745.39609054604,4,73.96255569266661,18.490638923166653,Beauty,4,No,838,0.5106029397070585,Will buy again,False
CUST_000137,john,johnson,john.johnson@example.com,41,Female,OH,18326,01/25/2020,2020-09-06,High School,79280.9323130298,2,34.96439523492122,17.48219761746061,Clothing,5,Yes,1212,0.8209107138002737,Average,True
CUST_002729,  Peggy ,DAVIS,peggy.davis@example.com,28,Male,PA,96533,16-02-2022,05/10/2022,Bachelors,86841.76876000086,11,141.38187057563266,12.852897325057514,Toys,2,,601,0.16171188645217804,Terrible experience,True
CUST_009453,Bob,johnson,bob.johnson@example.com,58,Female,PA,56798,12/13/2021,04/07/2022,Masters,111359.65573548389,3,242.15319070456366,80.71773023485456,Home,5,Yes,634,0.7414624772765701,Great service,False
CUST_003113,  Heidi ,  Johnson ,heidi.johnson@example.com,41,Female,GA,NA,2020-05-30,2020-09-12,Bachelors,70544.71153934447,10,380.9163911555169,38.09163911555169,Toys,3,No,1206,0.2206112366967823,null,True
CUST_004252,Victor,Smith,victor.smith@example.com,45,Male,OH,98805,06-04-2022,10/22/2022,Bachelors,69895.08170593138,3,110.15457516049466,36.71819172016489,Clothing,3,No,436,0.8518533490847753,null,False
CUST_006215,Heidi,ANDERSON,heidi.anderson@example.com,70,Male,OH,12453,24-03-2022,10/03/2022,High School,NA,5,273.51167426883455,54.702334853766914,Electronics,None,,455,0.40995329859049023,Average,False
CUST_009304,John,BROWN,john.brown@example.com,45,Male,OH,10766,2022-02-21,01-07-2022,Masters,80757.44833288845,2,118.20796731320289,59.10398365660144,Home,4,No,549,0.6916239735263142,Great service,False
CUST_004855,HEIDI,  Smith ,heidi.smith@example.com,39,Female,MI,54676,2022-09-17,09-09-2023,Bachelors,NA,2,27.506577881314925,13.753288940657463,Clothing,2,No,114,0.9533571169429566,Customer support was helpful,False
CUST_008775,grace,  Williams ,grace.williams@example.com,52,Female,GA,70838,2020-03-03,03/02/2021,Masters,85104.0343328895,1,77.37769537432732,77.37769537432732,Toys,None,No,1035,0.3265454289429546,Customer support was helpful,True
CUST_003740,BOB,Harris,bob.harris@example.com,49,Male,OH,39937,2021-02-20,05-04-2021,High School,51730.64188909508,3,23.798372570004975,7.932790856668325,Electronics,5,No,1001,0.4992739865310625,Terrible experience,False
CUST_009941,  Victor ,wilson,victor.wilson@example.com,33,Male,OH,90012,29-01-2021,01/24/2022,Masters,70546.36288503467,8,375.8661172864586,46.98326466080732,Sports,5,,707,0.8477199103748322,Terrible experience,False
CUST_000234,  Judy ,brown,judy.brown@example.com,46,Female,TX,41195,2020-04-15,2020-10-13,Bachelors,46440.25419368768,14,696.322738795287,49.73733848537764,Beauty,4,No,1175,0.6652963940213018,Average,False
CUST_007427,  Eve ,Jackson,eve.jackson@example.com,27,Female,NC,96594,03/08/2021,2021-08-27,Masters,101731.02982835496,1,127.5899555413341,127.5899555413341,Beauty,3,Yes,857,0.652814007849536,NA,False
CUST_000373,Heidi,jackson,heidi.jackson@example.com,65,Male,CA,47353,07/23/2022,14-12-2022,Bachelors,56380.50451991765,1,30.12115299813298,30.12115299813298,Toys,,No,383,0.10314482492499699,Great service,True
CUST_002065,ALICE,davis,alice.davis@example.com,57,Female,NC,45986,27-09-2022,12/28/2022,High School,66177.57069486636,1,36.70432336415995,36.70432336415995,Electronics,4,No,369,0.8754287888123701,Okay,False
CUST_000791,Victor,MILLER,victor.miller@example.com,62,Female,MI,52245,08/11/2021,20-06-2022,High School,50117.48710791813,9,189.37722852632612,21.0419142807029,Beauty,2,No,560,0.5226645704013344,Customer support was helpful,False
CUST_001842,VICTOR,Harris,victor.harris@example.com,44,Male,OH,31697,12-06-2020,2020-07-03,Masters,None,1,78.59182683886391,78.59182683886391,Toys,2,No,1277,0.5375793551188955,Customer support was helpful,False
CUST_004725,ALICE,HARRIS,alice.harris@example.com,30,,IL,11267,2020-07-30,2021-01-21,High School,NA,7,235.2619703608815,33.60885290869736,Toys,NA,No,1075,0.7838711505423099,Shipping was late,True
CUST_007135,  Alice ,WILSON,alice.wilson@example.com,37,Female,NY,39333,2020-10-22,09-11-2020,High School,53894.180903745815,6,757.1153024127115,126.18588373545191,Electronics,4,No,1148,0.33606002881918773,Shipping was late,True
CUST_008068,Grace,taylor,grace.taylor@example.com,44,Male,NC,79489,10/25/2021,05/31/2022,High School,53376.56493409414,2,20.237952543783567,10.118976271891784,Home,null,No,580,0.09436888843346702,null,False
CUST_006889,  Judy ,Taylor,judy.taylor@example.com,33,Male,OH,84890,02-07-2020,06/16/2021,High School,,3,25.344857060519054,8.448285686839684,Beauty,2,No,929,0.9854772368758818,Terrible experience,False
CUST_005653,Frank,  Johnson ,frank.johnson@example.com,23,,IL,46167,02/01/2021,10/03/2021,High School,,4,452.29646340576886,113.07411585144222,Beauty,,Yes,820,0.8551975550949267,Great service,False
CUST_000198,  Judy ,white,judy.white@example.com,39,Female,OH,44741,28-10-2020,10/13/2021,Masters,99926.46009749368,2,108.03099976666257,54.01549988333129,Clothing,4,No,810,0.1882275487586328,Great service,False
CUST_002170,  Frank ,ANDERSON,frank.anderson@example.com,49,Other,CA,26426,04/22/2020,11-11-2020,High School,None,2,63.48326539450455,31.741632697252275,Sports,4,No,1146,0.1464892162745014,Customer support was helpful,False
CUST_001265,  Victor ,Thomas,victor.thomas@example.com,27,Female,MI,22735,2020-03-26,2021-01-29,High School,24376.033915663193,1,13.14292658116431,13.14292658116431,Home,3,Yes,1067,0.9735799845310972,-,True
CUST_003313,Grace,Jackson,grace.jackson@example.com,38,Male,MI,93769,21-01-2021,13-06-2021,Masters,83131.95418254343,5,81.19213526760231,16.23842705352046,Electronics,3,No,932,null,,False
CUST_004769,frank,smith,frank.smith@example.com,37,Female,NC,73979,25-03-2022,09-10-2022,,78690.07493497607,3,181.61598608388326,60.53866202796109,Home,4,No,449,0.41422612892634725,Loved the product,False
CUST_004184,IVAN,JACKSON,ivan.jackson@example.com,57,NA,PA,48607,04/19/2022,13-11-2022,Bachelors,NA,1,84.79303529420125,84.79303529420125,Electronics,5,No,414,0.7819526400492326,,False
CUST_005049,JANE,Anderson,jane.anderson@example.com,40,Female,TX,31093,01/23/2020,25-04-2020,PhD,121285.27513096626,2,89.30960466916741,44.65480233458371,Sports,5,No,1346,0.004327588043317232,Customer support was helpful,False
CUST_006600,Diana,Taylor,diana.taylor@example.com,35,NA,IL,60096,2022-06-11,03/29/2023,Masters,72868.49046511308,21,461.8877272220872,21.994653677242248,Beauty,2,Yes,278,0.9478878012235948,N/A,False
CUST_008004,Charlie,Wilson,charlie.wilson@example.com,40,None,IL,58865,01/14/2021,26-09-2021,Bachelors,88400.07952587983,15,903.0953088760928,60.206353925072854,Sports,null,No,827,0.3249973583709528,Loved the product,True
CUST_008047,grace,HARRIS,grace.harris@example.com,63,null,FL,65067,06/10/2022,11/24/2022,High School,17463.852408813636,15,707.6692023182854,47.17794682121903,Home,5,Yes,403,0.2826838681599304,null,False
CUST_004698,Mallory,johnson,mallory.johnson@example.com,36,Male,FL,85255,07/12/2022,10/14/2022,High School,57127.64861026392,11,356.09413180132157,32.372193800120144,Clothing,3,,444,0.2550022777702814,,False
CUST_009365,  Peggy ,jones,peggy.jones@example.com,60,Female,MI,53758,10/10/2020,29-11-2020,High School,30205.47666998808,1,42.80155499710342,42.80155499710342,Beauty,5,No,1128,-,Great service,False
CUST_009362,Peggy,Moore,peggy.moore@example.com,18,Male,OH,84636,09/23/2022,2023-06-29,High School,,3,26.789409908223377,8.929803302741126,Clothing,3,No,186,0.991028420612038,NA,False
CUST_006405,Diana,  Brown ,diana.brown@example.com,42,Female,TX,95561,24-02-2022,24-01-2023,High School,27088.50224507818,4,109.06859360877984,27.26714840219496,Sports,,Yes,342,0.8778601395568839,Customer support was helpful,False
CUST_000829,Peggy,williams,peggy.williams@example.com,52,Male,PA,12260,2021-12-18,20-12-2021,High School,35983.93085012768,3,31.573474574495673,10.524491524831891,Beauty,4,No,742,0.9431456955090507,Shipping was late,False
CUST_002567,sybil,  Harris ,sybil.harris@example.com,19,Male,TX,33002,02/24/2022,09/29/2022,Masters,None,3,175.60861353085033,58.53620451028345,Home,3,Yes,459,0.12453524139040151,,True
CUST_007164,  Judy ,  Taylor ,judy.taylor@example.com,22,Other,IL,52712,08/23/2021,2022-02-08,Bachelors,NA,9,252.47609731543074,28.052899701714527,Toys,4,Yes,692,0.7815174062252531,None,False
CUST_003681,  Grace ,Williams,grace.williams@example.com,21,NA,OH,99267,2020-12-16,11/29/2021,Bachelors,NA,1,53.672444163528645,53.672444163528645,Clothing,1,No,763,0.19080637635156272,Terrible experience,False
CUST_008593,Sybil,  Brown ,sybil.brown@example.com,21,Female,NY,82585,28-04-2022,09/08/2022,Bachelors,,1,15.120989269228144,15.120989269228144,Toys,4,No,480,0.5154968220421072,,False
CUST_007378,Diana,Thomas,diana.thomas@example.com,52,Male,CA,18050,31-10-2021,2021-12-02,High School,37807.27114867348,3,85.4750365988531,28.491678866284364,Beauty,N/A,Yes,760,0.2803888125594052,None,False
CUST_006316,Jane,  Moore ,jane.moore@example.com,27,Female,FL,62632,03/11/2021,2021-09-26,High School,null,15,237.98293966810706,15.865529311207137,Toys,1,No,827,0.1101687077485326,Average,False
CUST_001301,Peggy,Wilson,peggy.wilson@example.com,47,Female,FL,57942,2021-01-18,2021-11-09,Masters,81215.5519657761,2,48.114400406187066,24.057200203093533,Beauty,2,No,783,0.2943023567447868,Customer support was helpful,False
CUST_009932,Alice,johnson,alice.johnson@example.com,25,Female,NC,49405,10/18/2021,03-11-2022,Bachelors,44572.459991407595,4,153.11187060809905,38.27796765202476,Toys,1,,424,0.9889173139517001,Never arrived,False
CUST_005194,  Judy ,  Davis ,judy.davis@example.com,38,null,MI,59992,04/07/2022,2023-04-05,Masters,62747.841602358894,5,78.40852787478914,15.68170557495783,Sports,3,Yes,271,0.2677573928699709,None,False
CUST_002326,CHARLIE,  Williams ,null,51,Female,FL,84747,06/11/2021,2021-11-26,Bachelors,59610.63363455404,4,76.11438797507694,19.028596993769234,Clothing,4,No,766,0.2797052107175423,Will buy again,False
CUST_006283,  Grace ,THOMAS,grace.thomas@example.com,40,Female,FL,19225,2020-07-03,10/01/2020,High School,38206.825814640615,6,44.97941712307719,7.496569520512865,Clothing,5,No,1187,0.09057931959348176,Shipping was late,False
CUST_004736,  Peggy ,  Moore ,peggy.moore@example.com,30,Male,PA,58840,17-06-2022,2022-12-07,High School,NA,4,64.80418623030447,16.201046557576117,,5,No,390,0.5981328491285284,,False
CUST_009964,MALLORY,Harris,mallory.harris@example.com,30,Male,MI,10560,04/11/2020,2021-03-30,High School,9899.017484152442,5,539.1006974434173,107.82013948868345,Electronics,NA,No,1007,0.4800253235531199,Average,True
CUST_002526,Sybil,JACKSON,sybil.jackson@example.com,53,,OH,80143,25-04-2022,16-02-2023,Bachelors,35485.306923775,3,94.28872412688096,31.42957470896032,Sports,5,Yes,319,0.05190851344723835,Great service,False
CUST_007608,Victor,Thomas,victor.thomas@example.com,30,,PA,57044,2020-10-08,2021-08-26,High School,23291.53527482404,1,25.964491552811605,25.964491552811605,Electronics,2,No,858,0.37706819990788976,Average,False
CUST_000486,Diana,Wilson,diana.wilson@example.com,55,Female,MI,25118,22-06-2022,29-08-2022,Bachelors,49925.30501243596,1,49.28234086300029,49.28234086300029,Home,2,No,490,0.8968682921257304,Terrible experience,False
CUST_003421,  Alice ,Moore,alice.moore@example.com,27,F,PA,41056,2021-08-24,03-12-2021,Bachelors,61589.45640949464,9,569.6668748553658,63.29631942837398,Sports,2,No,759,0.03639675430913869,Terrible experience,False
CUST_001349,frank,Thomas,frank.thomas@example.com,34,Male,GA,80804,2020-09-09,2021-04-05,High School,10315.22165382671,2,229.60746036954643,114.80373018477322,Sports,4,No,1001,0.5317746215511282,Loved the product,False
CUST_002937,Sybil,MOORE,sybil.moore@example.com,23,Other,MI,46010,25-06-2022,04-04-2023,Bachelors,null,1,23.095926493735405,23.095926493735405,Home,3,No,272,0.6422392799239579,Average,False
CUST_000481,JUDY,Thomas,judy.thomas@example.com,39,Male,IL,62386,03/07/2020,2020-11-25,Masters,71154.81350296886,2,49.79946355961717,24.899731779808587,Clothing,1,No,1132,0.1916325525590764,Terrible experience,False
CUST_009828,Heidi,davis,heidi.davis@example.com,36,Male,GA,81012,18-08-2022,05/19/2023,Bachelors,55603.15417681645,6,120.92201867062047,20.153669778436747,Toys,4,No,227,0.02023606517117038,Customer support was helpful,False
CUST_008225,heidi,miller,heidi.miller@example.com,20,Female,GA,64331,11-02-2022,25-11-2022,Bachelors,NA,4,38.726640858215085,9.681660214553771,Toys,5,-,402,0.03354498262059846,Customer support was helpful,False
CUST_008300,Victor,Davis,victor.davis@example.com,32,Male,PA,48228,08/03/2020,05-09-2020,Bachelors,73214.31726394451,3,29.135691677170563,9.71189722572352,Home,,No,1213,0.7775139641218423,Customer support was helpful,True
CUST_002471,Judy,JACKSON,,38,Male,CA,55237,21-04-2020,2020-09-02,High School,-4960.298271065491,8,913.5364033580604,114.19205041975755,Sports,2,No,1216,0.5968450521068005,Okay,False
CUST_007351,Frank,TAYLOR,frank.taylor@example.com,52,N/A,GA,20234,01-07-2020,11-01-2021,High School,25703.95435638161,2,30.469488907135226,15.234744453567613,Home,4,No,1085,0.5157050269128476,None,False
CUST_002681,JOHN,  Wilson ,john.wilson@example.com,39,Female,NY,17897,10/27/2021,11/05/2021,High School,75072.56013711184,3,513.0000298396412,171.00000994654707,Home,,Yes,787,0.2957980287565195,Never arrived,True
CUST_008085,charlie,Brown,charlie.brown@example.com,27,Female,IL,47274,17-08-2020,2020-11-10,High School,32525.818343407627,9,408.3180075363262,45.368667504036246,Home,5,No,1147,0.6367377400937705,Terrible experience,False
CUST_003661,Frank,WHITE,frank.white@example.com,33,,,62727,02/18/2021,26-06-2021,Masters,99781.97067748291,4,109.22325214083519,27.305813035208796,Clothing,1,null,919,0.6402428352184264,Customer support was helpful,False
CUST_002249,Frank,johnson,frank.johnson@example.com,47,Male,null,19564,09-05-2020,04-06-2021,High School,28892.85402241897,1,63.24835653558305,63.24835653558305,Beauty,-,No,941,0.16224679202211023,Okay,True
CUST_002177,BOB,WILLIAMS,bob.williams@example.com,19,Female,PA,77811,04/01/2020,2020-12-07,High School,null,2,74.09520103916478,37.04760051958239,Home,3,Yes,1120,0.8527860598859612,Customer support was helpful,False
CUST_006626,Sybil,BROWN,sybil.brown@example.com,48,Male,OH,50501,2020-04-17,04/25/2020,Bachelors,72619.25568474781,5,233.98606830349735,46.79721366069947,Home,4,No,1346,0.04806115686147916,Terrible experience,False
CUST_008643,  Charlie ,WILLIAMS,charlie.williams@example.com,53,None,GA,54249,2020-12-01,28-02-2021,High School,42825.88948202471,19,2554.567863029252,134.4509401594343,Sports,3,No,1037,0.38721728179193404,N/A,False
CUST_000091,  Frank ,  Wilson ,frank.wilson@example.com,70,,OH,93886,2021-06-14,05-06-2022,High School,50760.85909956576,2,172.30993782114209,86.15496891057104,Toys,3,No,575,0.5596243246567059,None,False
CUST_000099,Diana,  Jones ,diana.jones@example.com,48,N/A,OH,51347,08-01-2022,03/23/2022,High School,43480.520177558676,4,97.64769191979349,24.411922979948372,Beauty,-,No,649,0.6357151147843159,Never arrived,False
CUST_009984,ALICE,JONES,alice.jones@example.com,24,Male,NA,59332,2020-07-29,03/30/2021,Bachelors,N/A,5,97.76844664898915,19.55368932979783,Electronics,1,No,1007,0.38539065123091676,,False
CUST_002798,Judy,Taylor,judy.taylor@example.com,38,Female,GA,70689,06/19/2022,07/05/2022,Masters,86402.50555272697,5,422.98852360128785,84.59770472025757,Toys,None,No,545,0.605525943688886,Average,True
CUST_000166,John,Taylor,john.taylor@example.com,27,Male,IL,93748,10/02/2021,11/25/2021,High School,41989.245750467286,1,32.82629287955993,32.82629287955993,Clothing,1,Yes,767,0.16866379361624073,-,False
CUST_008539,Heidi,  Wilson ,heidi.wilson@example.com,31,Female,,33474,01-08-2021,02/06/2022,Bachelors,64385.448184559726,12,395.22912234951133,32.93576019579261,Sports,4,Yes,694,0.8566734853682506,Never arrived,False
CUST_006457,JUDY,johnson,judy.johnson@example.com,42,Female,FL,84885,02/04/2020,02/11/2020,Bachelors,43078.67380107987,3,753.4727452900494,251.15758176334978,None,1,Yes,1420,0.6858714501816016,,True
CUST_001740,  Alice ,  Thomas ,alice.thomas@example.com,48,Other,IL,95437,23-05-2022,10/13/2022,,78852.02687758581,10,757.7456927776925,75.77456927776925,Sports,4,No,445,0.4157466372411833,Okay,False
CUST_000866,  John ,Jackson,john.jackson@example.com,43,N/A,TX,23176,04-07-2021,17-07-2021,Masters,95945.84725871142,8,181.97830530145978,22.747288162682473,Electronics,4,No,898,0.5600341415611089,Customer support was helpful,False
CUST_001909,Heidi,  Harris ,heidi.harris@example.com,20,Female,TX,53947,2021-03-13,04-05-2021,High School,None,1,52.63483969291531,52.63483969291531,Electronics,N/A,Yes,972,0.3892463572701659,Never arrived,True
CUST_002627,Heidi,  White ,heidi.white@example.com,23,Other,PA,42435,2020-10-02,10/12/2021,Bachelors,,18,142.18524240459192,7.89918013358844,Sports,1,Yes,811,0.7705378053214783,Never arrived,True
CUST_005302,Sybil,jackson,sybil.jackson@example.com,18,,NY,33038,10/02/2021,2022-08-02,Bachelors,null,2,53.434278964961116,26.717139482480558,Clothing,1,No,517,0.42751983824123985,Okay,False
CUST_003942,VICTOR,smith,victor.smith@example.com,67,,IL,46042,03-02-2021,2021-08-10,Bachelors,null,1,11.002130052920522,11.002130052920522,Beauty,4,No,874,0.5644287435361864,Average,False
CUST_008484,SYBIL,WILLIAMS,sybil.williams@example.com,32,Male,OH,61952,04-02-2022,12/05/2022,High School,46926.23981027162,6,496.76377289975613,82.79396214995936,Home,4,Yes,392,0.2607560462473557,Loved the product,False
CUST_000420,Victor,Miller,victor.miller@example.com,35,Male,FL,11267,21-08-2022,01/18/2023,High School,59762.83362959833,12,612.7587147399137,51.06322622832614,Electronics,4,Yes,348,0.3649938749155074,Great service,False
CUST_004911,FRANK,Brown,frank.brown@example.com,38,Male,CA,10568,03/06/2021,10/09/2021,Bachelors,None,13,4241.6889128329485,326.28376252561145,Electronics,1,No,814,0.26008952709489375,Will buy again,False
